chapter,question,choice1,choice2,choice3,choice4,answer,explanation,explanation1,explanation2,explanation3,explanation4
2章：生成AI,潜在ベクトルについて、以下の選択肢から適切なものを選べ。,高次元データの本質的特徴を低次元空間に圧縮して表現したベクトル,物理的な空間における位置情報を示すベクトル,ランダムに生成されたベクトル集合,データを保存するための固定長符号,1,潜在ベクトルは、高次元データの重要な特徴を低次元の空間に圧縮して表現したものです。,① 正解。特徴抽出と圧縮が目的です。,② 物理的な位置情報とは異なります。,③ ランダムな生成ではありません。,④ 保存用符号とは異なります。
2章：生成AI,デコーダについて、以下の選択肢から適切なものを選べ。,潜在表現から元のデータ形式へ再構成する部分,入力データを圧縮して潜在表現に変換する部分,学習データを圧縮するアルゴリズム,データのノイズを除去するプロセス,1,デコーダは、エンコーダで得られた潜在表現から、元の入力や目的の出力形式に再構成する役割を果たします。,② 正解。再構成が目的です。,① これはエンコーダの機能です。,③ 単なる圧縮アルゴリズムではありません。,④ ノイズ除去は目的外です。
2章：生成AI,エンコーダについて、以下の選択肢から適切なものを選べ。,入力データを潜在表現に変換する部分,圧縮されたデータを元に戻す部分,データの特徴を抽出して分類する部分,データを外部に送信する部分,1,エンコーダは、入力データを低次元の潜在表現に変換し、重要な特徴を抽出するプロセスです。,① 正解。変換と特徴抽出が主な役割です。,② 再構成はデコーダが担当します。,③ 分類は目的としません。,④ 送信は関係ありません。
2章：生成AI,ノイズについて、以下の選択肢から適切なものを選べ。,データに含まれる不要な変動や外乱,データ処理を促進するための必要な変動,データの主要な特徴,データ中の有用な信号,1,ノイズは、元の信号ではなく不要な変動や外乱を指し、モデル学習に悪影響を与える可能性があります。,④ 正解。不要な変動を示します。,② 促進するものではありません。,③ 主要な特徴ではありません。,① 有用な信号ではありません。
2章：生成AI,VAE(変分自己符号化機)について、以下の選択肢から適切なものを選べ。,データの潜在分布を確率的に学習し、生成と再構成を行う生成モデル,単純なデータ圧縮アルゴリズム,データ分類に特化したディープラーニングモデル,決定論的な自己符号化モデル,1,VAEは、入力データの潜在分布を確率的に学習し、その分布から新たなデータを生成・再構成する生成モデルです。,① 正解。確率的生成と再構成が特徴です。,② 単なる圧縮ではありません。,③ 分類は目的としません。,④ 決定論的ではなく確率的です。
2章：生成AI,畳み込みについて、以下の選択肢から適切なものを選べ。,フィルタを用いて入力データから局所的特徴を抽出する数学的操作,単純なデータの加算処理,データの複製を行う操作,データの一部を削除する操作,1,畳み込みは、主に画像などのデータに対してフィルタ（カーネル）を適用し、局所的な特徴を抽出する操作です。,① 正解。局所特徴抽出が目的です。,② 単なる加算処理ではありません。,③ 複製は行いません。,④ 削除操作ではありません。
2章：生成AI,自己回帰モデルについて、以下の選択肢から適切なものを選べ。,過去の出力やデータを用いて次の出力を逐次予測するモデル,ランダムな予測を行うモデル,静的な分類を行うモデル,単純な線形回帰モデル,1,自己回帰モデルは、時系列データにおいて過去の値を利用して次の値を予測する手法です。,① 正解。逐次予測が特徴です。,② ランダム予測ではありません。,③ 分類は行いません。,④ 線形回帰とは異なります。
2章：生成AI,制約付きボルツマンマシンについて、以下の選択肢から適切なものを選べ。,可視層と隠れ層の二層構造を持つ、確率的に学習する生成モデル,決定論的な分類器,データ保存用のシステム,通信プロトコル,1,制約付きボルツマンマシンは、可視層と隠れ層の2層構造を持ち、エネルギー関数の最小化を通じて確率的に学習する生成モデルです。,① 正解。二層構造と確率的学習が特徴です。,② 決定論的ではありません。,③ 保存システムではありません。,④ 通信プロトコルとは無関係です。
2章：生成AI,ボルツマンマシンについて、以下の選択肢から適切なものを選べ。,エネルギー関数を最小化することで、確率的に学習するネットワーク,決定論的なネットワーク,データベース管理システム,メモリ管理システム,1,ボルツマンマシンは、エネルギー関数の最小化を通じて、確率的にデータの分布を学習するネットワークです。,① 正解。確率的な動作が特徴です。,② 決定論的ではありません。,③ データベースとは異なります。,④ メモリ管理とは無関係です。
2章：生成AI,生成AI(ジェネレーティブAI)について、以下の選択肢から適切なものを選べ。,新しいコンテンツ（テキスト、画像、音声など）を自律的に生成するAIシステム,既存データを分類するシステム,データを効率的に保存・検索するシステム,情報の抽出に特化したシステム,1,生成AIは、学習したデータの特徴をもとに、新たなコンテンツを自律的に生成するAIシステムです。,② 正解。自律的生成が本質です。,① 不正解：これは分類器の役割です。,③ 保存・検索はシステムの機能です。,④ 抽出は目的が異なります。
2章：生成AI,attention層について、以下の選択肢から適切なものを選べ。,入力の重要な部分に注目し、重み付けを行う層構造,単純なデータの平均化を行う層,データを圧縮するための層,ランダムに情報を選択する層,1,attention層は、入力データの中で特に重要な部分に対して動的に重みを付け、情報の選択的強調を行います。,① 正解。重要部分への注目が本質です。,② 平均化は行いません。,③ 圧縮目的ではありません。,④ ランダムな選択は行いません。
2章：生成AI,リカレント層について、以下の選択肢から適切なものを選べ。,過去の情報を保持し、時系列データの処理に役立つ再帰的な層,単にデータを一方向に伝達する層,データ保存専用の層,ランダムな出力を生成する層,1,リカレント層は、過去の情報を内部に保持しながら時系列データを処理するための再帰的な層です。,① 正解。再帰的な情報保持が特徴です。,② 単なる伝達だけではありません。,③ 保存専用ではありません。,④ ランダム出力は生成しません。
2章：生成AI,GPT-4について、以下の選択肢から適切なものを選べ。,OpenAIが開発した最新の大規模言語モデルで、高度な自然言語理解と生成能力を持つ,画像認識専用のAIモデル,データベース管理システム,ウェブブラウザの機能を持つシステム,1,GPT-4は、OpenAIが開発した最新世代の大規模言語モデルであり、従来を凌駕する自然言語理解と生成能力を備えています。,① 正解。高度な自然言語処理が特徴です。,② 画像認識は対象外です。,③ データベース管理とは異なります。,④ ウェブブラウザ機能はありません。
2章：生成AI,GPT-3.5について、以下の選択肢から適切なものを選べ。,ChatGPTの基盤として利用された大規模言語モデル,画像処理モデル,データ圧縮システム,オペレーティングシステム,1,GPT-3.5は、ChatGPTの初期バージョンの基盤となった大規模言語モデルであり、様々な言語タスクに対応します。,① 正解。言語モデルとしての役割が重要です。,② 画像処理は対象外です。,③ 圧縮システムではありません。,④ OSとは異なります。
2章：生成AI,instructGPTについて、以下の選択肢から適切なものを選べ。,人間の指示に従い、意図に沿った出力を生成するように調整されたGPTモデル,画像生成に特化したGPTモデル,データベース管理システム,ファイル管理システム,1,instructGPTは、人間からの指示により忠実に出力を生成するよう最適化されたGPTモデルです。,① 正解。指示への忠実性が特徴です。,② 画像生成は対象外です。,③ データベース管理とは異なります。,④ ファイル管理は無関係です。
2章：生成AI,GPT-3について、以下の選択肢から適切なものを選べ。,当時の最先端を行く大規模言語モデルとして多様なタスクで高性能を示したモデル,小規模な分類モデル,データ保存システム,検索システム,1,GPT-3は、非常に大規模なパラメータ数を持つ言語モデルで、自然な文章生成や多様なタスクにおいて高い性能を発揮しました。,① 正解。大規模な言語モデルの代表例です。,② 小規模モデルではありません。,③ データ保存システムではありません。,④ 検索システムとは異なります。
2章：生成AI,GPT-2について、以下の選択肢から適切なものを選べ。,GPT-3の前身となり、自然な文章生成能力を示した初期の大規模言語モデル,画像認識モデル,データベースシステム,オペレーティングシステム,1,GPT-2は、GPT-3の前身として、自然な文章生成能力を実証し、その後の大規模言語モデルの発展に寄与したモデルです。,① 正解。初期大規模モデルとして重要です。,② 画像認識は対象外です。,③ データベースシステムではありません。,④ OSとは無関係です。
2章：生成AI,自然言語処理(NLP)について、以下の選択肢から適切なものを選べ。,人間の言語をコンピュータで解析・理解・生成する技術の総称,画像処理技術の一分野,音声合成のみを扱う技術,データ圧縮技術,1,自然言語処理は、人間の言語を処理し、解析、理解、生成を行う技術全般を指します。,① 正解。言語処理全般を網羅します。,② 画像処理は別分野です。,③ 音声合成はその一部に過ぎません。,④ データ圧縮とは関係ありません。
2章：生成AI,ChatGPTについて、以下の選択肢から適切なものを選べ。,対話形式で自然な言語生成が可能な、大規模言語モデルベースのAIシステム,単純なキーワード検索エンジン,データベース管理システム,ファイル共有システム,1,ChatGPTは、対話形式で自然な応答を生成する大規模言語モデルに基づいたAIシステムです。,① 正解。対話型の自然言語生成が特徴です。,② 単なる検索エンジンではありません。,③ データベース管理とは無関係です。,④ ファイル共有は対象外です。
3章：現在の生成AIの動向,Luma Dream Machineについて、以下の選択肢から適切なものを選べ。,AIを用いて高品質な動画コンテンツを生成するサービス,テキスト生成に特化したAI,データベース管理システム,音声認識システム,1,Luma Dream Machineは、AI技術を活用して高品質な動画を自動生成するサービスです。,① 正解。動画生成が主な機能です。,② テキスト生成は対象外です。,③ データベース管理とは異なります。,④ 音声認識は対象外です。
3章：現在の生成AIの動向,Runway Gen-3について、以下の選択肢から適切なものを選べ。,テキスト入力から動画を生成する先進的なAIツール,画像編集に特化したソフトウェア,データ分析ツール,ウェブブラウザ,1,Runway Gen-3は、テキスト入力をもとに動画を自動生成する先進的なAIツールです。,① 正解。テキストから動画生成が特徴です。,② 画像編集は対象外です。,③ データ分析は目的外です。,④ ウェブブラウザではありません。
3章：現在の生成AIの動向,Soraについて、以下の選択肢から適切なものを選べ。,OpenAIが開発したテキストから高品質な動画を生成するAIモデル,画像認識システム,データベース,検索エンジン,1,Soraは、OpenAIが開発した、テキスト入力をもとに高品質な動画を生成する最新のAIモデルです。,① 正解。動画生成が主な機能です。,② 画像認識は対象外です。,③ データベースではありません。,④ 検索エンジンとは異なります。
3章：現在の生成AIの動向,Geminiについて、以下の選択肢から適切なものを選べ。,Googleが開発した、テキスト、画像、音声など複数のモダリティを扱うマルチモーダルAIモデル,単一のテキスト生成モデル,データ保存システム,ウェブブラウザ,1,Geminiは、Googleが開発した最新のマルチモーダルAIモデルで、テキスト、画像、音声など複数の情報を統合して処理することができます。,① 正解。マルチモーダル処理が特徴です。,② 単一のテキスト生成ではありません。,③ データ保存は対象外です。,④ ウェブブラウザではありません。
3章：現在の生成AIの動向,ユーザエクスペリエンスについて、以下の選択肢から適切なものを選べ。,製品やサービス利用時に得られる総合的な体験や感情,システムの技術的仕様,処理速度やパフォーマンスの指標,データの保存容量,1,ユーザエクスペリエンスは、製品やサービスの利用時にユーザーが得る体験や感情の質を指す概念です。,① 正解。利用体験全体が対象です。,② 技術仕様とは異なります。,③ 処理速度は一要素にすぎません。,④ 保存容量は関係ありません。
3章：現在の生成AIの動向,リマスタリングについて、以下の選択肢から適切なものを選べ。,既存コンテンツを最新技術で改善し、画質や音質を向上させる処理,新規コンテンツの自動生成を行う処理,データの削除や圧縮を行う処理,コンテンツの暗号化を行う処理,1,リマスタリングは、既存の映像や音声コンテンツを最新技術で再処理し、品質を向上させる工程です。,① 正解。品質向上が目的です。,② 新規生成とは異なります。,③ 削除・圧縮は対象外です。,④ 暗号化は無関係です。
3章：現在の生成AIの動向,データ拡張技術について、以下の選択肢から適切なものを選べ。,既存データを変形・加工して学習データセットを拡張する技術,既存データに対してノイズを加え、多様性を促す手法,データ圧縮によって保存量を削減する技術,データの重複を排除する技術,1,データ拡張は、既存データに対して回転や反転、スケーリングなどの変形処理を施し、学習用データを人工的に増やす技術です。,② 正解。変形加工が本質です。,① ノイズ追加は一手法ですが、主目的は多様化です。,③ 圧縮は容量削減が目的です。,④ 重複排除は逆の操作です。
3章：現在の生成AIの動向,データの水増し(augmentation)について、以下の選択肢から適切なものを選べ。,既存データに変形処理を加えて学習データセットを拡張する技術,データの圧縮を行い容量を削減する技術,データを削除してノイズを除去する技術,データの暗号化を行う技術,1,データの水増しは、画像などのデータに対して回転、反転、拡大などの変形処理を施し、学習データを増加させる手法です。,① 正解。学習データの拡張が目的です。,② 圧縮は容量削減が目的です。,③ 削除は行いません。,④ 暗号化は無関係です。
3章：現在の生成AIの動向,正規化について、以下の選択肢から適切なものを選べ。,データの値を一定の範囲に収める処理,データの削除を行う処理,データの複製を行う処理,データの暗号化を行う処理,1,正規化は、データの値を一定の範囲に収め、学習の安定性を向上させる前処理技術です。,① 正解。標準的な範囲への調整が目的です。,② 削除は行いません。,③ 複製は対象外です。,④ 暗号化は無関係です。
3章：現在の生成AIの動向,画像のリサイズについて、以下の選択肢から適切なものを選べ。,画像の寸法や解像度を変更する処理,画像の削除を行う処理,画像の暗号化を行う処理,画像の複製を行う処理,1,画像のリサイズは、画像の幅や高さなどの寸法を変更し、目的に応じた解像度に調整する処理です。,① 正解。サイズ変更が目的です。,② 削除は行いません。,③ 暗号化は対象外です。,④ 複製とは異なります。
3章：現在の生成AIの動向,Claudeについて、以下の選択肢から適切なものを選べ。,Anthropic社が開発した高性能な言語モデル,画像生成専用のAI,データベース管理システム,オペレーティングシステム,1,Claudeは、Anthropic社によって開発された高性能な言語モデルであり、自然な対話やコード生成などに優れた能力を持ちます。,① 正解。Anthropic社のモデルです。,② 画像生成は対象外です。,③ データベース管理とは異なります。,④ OSではありません。
3章：現在の生成AIの動向,偽情報(ディスインフォメーション)について、以下の選択肢から適切なものを選べ。,意図的に作成され拡散される虚偽の情報,単純な誤解やミスリーディングによる誤情報,システムエラーによる誤った情報,データの欠損による情報の不完全性,1,ディスインフォメーションは、特定の目的のために意図的に作られ拡散される虚偽の情報を指します。,① 正解。意図的な虚偽情報です。,② 単なる誤解ではありません。,③ システムエラーとは異なります。,④ 欠損とは関係ありません。
3章：現在の生成AIの動向,ディープフェイク(深層偽造)技術について、以下の選択肢から適切なものを選べ。,AI技術を用いて人物の映像や音声を高度に偽造する技術,単純な画像編集技術,データの暗号化技術,ファイルの圧縮技術,1,ディープフェイクは、深層学習を用いて人物の映像や音声を極めてリアルに偽造する技術です。,① 正解。高度な偽造技術です。,② 単純な画像編集では再現できません。,③ 暗号化とは無関係です。,④ 圧縮技術ではありません。
4章：情報リテラシー・基本理念とAI社会原則,ベーティングについて、以下の選択肢から適切なものを選べ。,人間の好奇心を利用し、USB等を通じてマルウェア感染を誘う攻撃手法,ウイルス対策ソフトの一種,データバックアップ方式,認証システム,1,ベーティングは、USBメモリなどに悪意あるソフトウェアを仕込むことで、好奇心を刺激しマルウェア感染を引き起こす攻撃手法です。,① 正解。好奇心を狙った攻撃です。,② ウイルス対策ソフトとは異なります。,③ バックアップ方式ではありません。,④ 認証システムとは無関係です。
4章：情報リテラシー・基本理念とAI社会原則,プリテキスティングについて、以下の選択肢から適切なものを選べ。,偽の設定や口実を用いて相手から情報を詐取するソーシャルエンジニアリング手法,データ暗号化方式,認証プロトコル,バックアップシステム,1,プリテキスティングは、架空のシナリオや偽の状況設定により、対象者から機密情報を引き出す手法です。,① 正解。偽の口実が特徴です。,② 暗号化とは全く異なります。,③ 認証プロトコルとは無関係です。,④ バックアップシステムは対象外です。
4章：情報リテラシー・基本理念とAI社会原則,個人情報保護委員会について、以下の選択肢から適切なものを選べ。,個人情報保護法に基づく、個人情報の適正な取り扱いを監督する独立行政機関,一般企業,民間団体,研究機関,1,個人情報保護委員会は、個人情報保護法に基づいて個人情報の適切な取り扱いを監督する政府の独立行政機関です。,① 正解。行政機関として機能します。,② 一般企業ではありません。,③ 民間団体ではありません。,④ 研究機関とは異なります。
4章：情報リテラシー・基本理念とAI社会原則,AI社会原則について、以下の選択肢から適切なものを選べ。,AIの開発・利用において、人間中心の価値観、倫理、プライバシー保護などの基本原則を定めたガイドライン,プログラミング規約,システム開発手順,データベース設計指針,1,AI社会原則は、AI技術の社会実装にあたって人間中心の価値観や倫理、プライバシー保護を重視する基本的な指針です。,① 正解。基本原則を示すガイドラインです。,② プログラミング規約とは異なります。,③ 開発手順ではありません。,④ データベース設計は関係ありません。
5章：テキスト生成AIのプロンプト制作と実例,プロンプトエンジニアリングについて、以下の選択肢から適切なものを選べ。,AIから望ましい結果を引き出すための、入力テキスト（プロンプト）の効果的な設計技術,データベースのクエリ設計技術,単にプログラムコードを書く技術,ネットワーク通信プロトコルの設定技術,1,プロンプトエンジニアリングは、AIに対して適切な指示や質問（プロンプト）を設計し、望ましい応答を引き出す技術です。,③ 正解。効果的なプロンプト設計が鍵です。,② データベースクエリとは無関係です。,① プログラムコードとは異なります。,④ 通信プロトコルは対象外です。
5章：テキスト生成AIのプロンプト制作と実例,Top-pについて、以下の選択肢から適切なものを選べ。,生成時の出力の多様性を制御するための確率的サンプリングパラメータ,プログラムの実行速度を示す指標,メモリ使用量の指標,CPU使用率の指標,1,Top-pは、生成モデルの出力において、累積確率がpになる単語候補のみを採用することで、多様性と創造性のバランスを調整するパラメータです。,① 正解。出力の多様性制御が目的です。,② 実行速度とは関係ありません。,③ メモリ使用量は対象外です。,④ CPU使用率とは無関係です。
5章：テキスト生成AIのプロンプト制作と実例,ハイパーパラメータについて、以下の選択肢から適切なものを選べ。,モデルの学習や推論時に設定する、学習率や層数などの調整可能なパラメータ,プログラムコードそのもの,データ構造の設計情報,ファイル形式や拡張子,1,ハイパーパラメータは、モデルの学習プロセスを制御するために事前に設定する調整可能な値（例：学習率、バッチサイズ、層数など）です。,① 正解。設定可能な調整値です。,② コードそのものではありません。,③ データ構造とは異なります。,④ ファイル形式は関係ありません。
5章：テキスト生成AIのプロンプト制作と実例,プレトレーニングについて、以下の選択肢から適切なものを選べ。,大規模データセットを用いて、モデルの基礎知識を事前に学習させる過程,実際のタスクの直前に行われるモデルの学習,データの保存や管理を行うプロセス,システムの初期化手順,1,プレトレーニングは、特定タスクに入る前に大規模な一般データで基礎知識を学習させる工程です。,② 正解。基礎学習が目的です。,① タスク直前の学習ではありません。,③ データ保存とは関係ありません。,④ 初期化手順ではありません。
5章：テキスト生成AIのプロンプト制作と実例,n-gramモデルについて、以下の選択肢から適切なものを選べ。,連続するn個の単語の出現確率を考慮して次の単語を予測する統計的言語モデル,画像内のピクセル群の出現確率を予測するモデル,データ圧縮アルゴリズムの一種,ファイル管理システム,1,n-gramモデルは、過去n-1個の単語から次に出現する単語の確率を統計的に予測するシンプルな言語モデルです。,① 正解。単語列の確率計算が本質です。,② 画像のピクセルには適用しません。,③ 圧縮アルゴリズムではありません。,④ ファイル管理とは無関係です。
5章：テキスト生成AIのプロンプト制作と実例,Temperatureについて、以下の選択肢から適切なものを選べ。,生成テキストの予測性と創造性のバランスを調整するパラメータ,システムの動作温度を示す指標,CPUの物理温度を示す指標,メモリ使用率の指標,1,Temperatureは、生成モデルにおける出力の確率分布の平滑さを調整し、予測性と創造性のバランスをとるパラメータです。,① 正解。出力多様性制御が目的です。,② システム温度とは無関係です。,③ CPU温度は対象外です。,④ メモリ使用率とは異なります。
5章：テキスト生成AIのプロンプト制作と実例,ニューラル言語モデルについて、以下の選択肢から適切なものを選べ。,ニューラルネットワークを基盤とし、文脈や意味を学習する現代的な言語モデル,統計的手法のみを用いる古典的言語モデル,ルールベースのシステム,単純なキーワード抽出に基づくモデル,1,ニューラル言語モデルは、ディープラーニングを利用して言語の複雑な文脈や意味を学習する現代的なモデルです。,② 正解。ニューラルネットワークが利用されます。,① 従来の統計的手法のみでは不十分です。,③ 不正解：これはルールベースシステムの説明です。ルールベースはあらかじめ定義された規則に従います。,④ キーワード抽出だけでは表現できません。
5章：テキスト生成AIのプロンプト制作と実例,プロンプトについて、以下の選択肢から適切なものを選べ。,AIモデルに対して行いたいタスクを指示するための入力テキスト,プログラムコードの一部,システムの設定ファイル,データベースのクエリ文,1,プロンプトは、AIに対して何を行ってほしいかを指示するための入力テキストであり、その設計が応答に大きく影響します。,① 正解。タスク指示が本質です。,② プログラムコードとは異なります。,③ システム設定は対象外です。,④ クエリ文とは無関係です。
5章：テキスト生成AIのプロンプト制作と実例,Few-Shotプロンプティングについて、以下の選択肢から適切なものを選べ。,少数の具体例を示してAIの動作を適切に誘導する手法,一切の例示を行わずにタスクを指示する手法,大量の例を用いる手法,ランダムな入力例を与える手法,1,Few-Shotプロンプティングは、少数の具体例を示すことで、AIにタスクの意図や形式を理解させる手法です。,① 正解。少数例がキーポイントです。,② 例示なしはZero-Shotとなります。,③ 大量例はMany-Shotです。,④ ランダムな例示は効果的ではありません。
5章：テキスト生成AIのプロンプト制作と実例,Zero-Shotプロンプティングについて、以下の選択肢から適切なものを選べ。,事前の具体例を一切示さず、直接タスクを指示する手法,大量の例示を用いてタスクを指示する手法,全ての可能な例を提示する手法,ランダムに選んだ例を示す手法,1,Zero-Shotプロンプティングは、具体的な例示を行わずに、直接タスクの説明や指示を与える手法です。,② 正解。例示なしで直接指示します。,① 大量例示はMany-Shotです。,③ 全例提示は現実的ではありません。,④ ランダムな例示は意図しません。
5章：テキスト生成AIのプロンプト制作と実例,Output Indicatorについて、以下の選択肢から適切なものを選べ。,AIの出力形式やスタイルを指定するための指示子,入力データの形式を指定する指示子,システムの状態を表示するためのインジケータ,エラーメッセージを示すための表示,1,Output Indicatorは、AIの出力がどのような形式やスタイルになるかを指定するための指示子です。,① 正解。出力形式指定が目的です。,② 入力形式とは異なります。,③ システム状態の表示ではありません。,④ エラー表示とは無関係です。
5章：テキスト生成AIのプロンプト制作と実例,Input Dataについて、以下の選択肢から適切なものを選べ。,AIモデルが処理すべき具体的な入力情報,生成された出力データ,システムの設定情報,エラーログ情報,1,Input Dataは、AIモデルが処理するために与えられる具体的なデータを指します。,① 正解。入力として使用される情報です。,② 出力データとは異なります。,③ システム設定は含まれません。,④ エラーログは対象外です。
5章：テキスト生成AIのプロンプト制作と実例,Contextについて、以下の選択肢から適切なものを選べ。,AIが適切な応答を生成するために必要な背景情報や文脈,システムの内部設定情報,エラーメッセージや警告情報,出力形式の具体的指定,1,Contextは、AIが入力プロンプトを正しく理解し、適切な応答を生成するための背景情報や文脈を指します。,① 正解。背景情報が本質です。,② 内部設定とは異なります。,③ エラーメッセージは対象外です。,④ 出力形式指定とは別です。
1章：AI,【転移学習】について、以下の選択肢から不適切なものを選べ。,各タスクごとにモデルを一から構築する手法,事前学習済みモデルのパラメータを活用して、新たなタスクの学習を促進する手法,異なるが関連するタスク間で獲得した特徴を共有する手法,既存の学習済みモデルの知識を新たなタスクに転用する手法,1,転移学習は既存の知識を他タスクへ転用する手法であり、毎回新規にモデルを構築する方法は該当しません。,④ 不適切。新規構築は転移学習の対極にある手法です。,② も正しい記述です。,③ は関連タスク間での知識共有として解釈可能ですが、転移学習と同じ趣旨と考えられます。,① は正しい定義のパラフレーズです。
1章：AI,【過学習】について、以下の選択肢から不適切なものを選べ。,モデルが訓練データのパターンを正確に捉え、未知データでも高精度を発揮する現象,モデルがデータのノイズまで学習してしまう現象,モデルが訓練データに過度に適合し、汎化性能が低下する現象,モデルが複雑すぎるため、過剰にフィッティングする現象,1,過学習は、モデルが訓練データに過度に適合するため、未知データでの汎化性能が低下する現象です。,③ 不適切。これは理想的な学習結果（汎化性能が高い状態）を意味するため、過学習の定義と逆です。,② も過学習の特徴を示す正しい表現です。,① は正しい定義です。,④ も正しい記述です。
1章：AI,【ドロップアウト】について、以下の選択肢から不適切なものを選べ。,ネットワークの層を完全に削除する技術,学習中にランダムに一部のニューロンの出力を遮断し、モデルの汎化性能を向上させる手法,学習時に各ニューロンを一定確率で無効化して、過学習を抑制する手法,各ニューロンの重みをランダムに初期化する手法,1,ドロップアウトは、学習時に個々のニューロンを無効化する手法であり、ネットワークの層全体を削除するのは定義に反します。,③ 不適切。層の削除はドロップアウトではありません。,② も正しい記述です。,① は正しい定義のパラフレーズです。,④ ①と類似しており、こちらは正しい表現です。
1章：AI,【正則化】について、以下の選択肢から不適切なものを選べ。,学習データの前処理として、入力値のスケールを調整する処理,パラメータにペナルティを課して過剰適合を抑制する技術,モデルの複雑さを抑制し、過学習を防ぐ手法,モデルの一般化性能を向上させるための手法,1,正則化は、モデルの複雑さを抑制するための技術であり、入力値のスケールを調整する処理は正規化の説明です。,③ 不適切。これは正規化の説明です。,② も正しいです。,① は正しい定義です。,④ は正しい記述です。
1章：AI,【情報の重み付け】について、以下の選択肢から不適切なものを選べ。,入力データの値を一定の範囲に収める前処理,入力の影響度を調整して、モデルの判断に反映させる手法,各入力に重要度に応じた重みを割り当てる処理,データの特徴に基づいて重み付けを行い、学習を促進する技術,1,情報の重み付けは各入力の重要度に応じた重み付けであり、入力値を一定範囲に収める処理は正規化に該当します。,③ 不適切。これは正規化の説明です。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【重み】について、以下の選択肢から不適切なものを選べ。,データ前処理として、入力のスケールを調整する統計的指標,入力信号に掛け合わせることで出力に影響を与える係数,ニューラルネットワーク内で各接続の強さを示す学習可能なパラメータ,学習中に更新され、ネットワークの動作を決定するパラメータ,1,重みは、ニューラルネットワークの学習可能なパラメータであり、入力のスケール調整は正規化の手法です。,③ 不適切。これは正規化の説明です。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【ディープラーニング】について、以下の選択肢から不適切なものを選べ。,単一層のニューラルネットワークを用いて単純なパターン認識を行う手法,深層のネットワーク構造で高度な特徴抽出を実現する技術,多層のニューラルネットワークを用いて複雑なパターンを学習する手法,複数の層を組み合わせてデータの抽象的な特徴を学習する手法,1,ディープラーニングは多層構造が本質であり、単一層のネットワークではその定義に合致しません。,③ 不適切。単一層ではディープラーニングとは呼べません。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【ニューラルネットワーク】について、以下の選択肢から不適切なものを選べ。,単純な線形統計解析を行うモデル,脳の神経回路を模倣した重みと活性化関数を持つモデル,入力層、隠れ層、出力層から構成される非線形計算モデル,データから自動的に特徴を抽出する学習モデル,1,ニューラルネットワークは非線形計算モデルであり、単純な線形統計解析モデルは不適切です。,③ 不適切。これは線形解析モデルです。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【人工ニューロン】について、以下の選択肢から不適切なものを選べ。,データを保存する記憶装置,ニューラルネットワークの基本構成要素である演算単位,入力に重みを掛け、活性化関数を通して出力を生成する計算ユニット,各ニューロンが入力を受け、非線形変換を行う要素,1,人工ニューロンは、入力を処理して出力を生成する計算ユニットであり、データを保存する記憶装置ではありません。,③ 不適切。これは記憶装置の説明です。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【シナプス】について、以下の選択肢から不適切なものを選べ。,ニューロン内部で計算処理を行う部分,学習により変化する重みとして機能する,ニューロン間の接続部で信号伝達の強さを調整する,神経細胞間の情報伝達を制御する役割を持つ,1,シナプスはニューロン間の接続部であり、内部の計算処理は行いません。,③ 不適切。これはニューロン内部の処理を示す誤った説明です。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【ニューロン】について、以下の選択肢から不適切なものを選べ。,単に情報を受動的に伝達するだけの構造,情報を処理する能動的な演算ユニット,入力信号を受け、重みと活性化関数で処理する計算ユニット,ニューラルネットワーク内で非線形変換を実現する要素,1,ニューロンは能動的に情報を処理する要素であり、単に受動的に伝達するだけではありません。,③ 不適切。これは受動伝達のみを示しており、定義に合致しません。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【ノーフリーランチ定理】について、以下の選択肢から不適切なものを選べ。,すべてのアルゴリズムは平均すると同等の性能を示す,特定の問題に対して優れたアルゴリズムは他の問題では最適でない,すべてのアルゴリズムがすべての問題に対して最適ではない,アルゴリズムの性能は問題依存である,1,ノーフリーランチ定理は、すべてのアルゴリズムが万能ではなく、問題に応じた最適性が求められることを示すもので、選択肢3の「平均同等」は誤りです。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【半教師あり学習】について、以下の選択肢から不適切なものを選べ。,ラベル付きデータのみを使用する手法,ラベルなしデータのみを利用する手法,少量のラベル付きデータと大量のラベルなしデータを組み合わせる手法,ラベルなしデータを補助的に活用する手法,1,半教師あり学習は、ラベル付きとラベルなしの両方を使用するため、ラベル付きのみを使用するのは不適切です。,③ 不適切。これは教師あり学習の説明です。,② も正しい表現です。,① は正しいです。,④ は正しいです。
